MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
HIFGOU_stripped.cif,4.028929387,0.733983448,0.097096824,0.052387401,5.489128393,0.413512708,2.979406936,0.474129825,0.032716722,0.150101616,0.739503389,LOW,4.72992,5.85401,1.10411,588.343,532.867,0.50266,0.455263,0.000111793,0.000377553,0.003295,8.33E-06,0.000366535,9.47E-05,6.58E-05,13505084.78,11789032.32,71412216.32,-27.23010536,-32.17478947,-37.79123109,-19.75211626,3
HIFGUA_stripped.cif,9.698713681,0.861676267,0.132366241,0.042096519,11.25563515,0.570938946,10.19693667,1.008469722,0.022029466,0.254983661,1.051370007,HIGH,4.00981,5.31642,0.913829,1434.16,1569.4,0.6118,0.669491,6.30E-05,0.000772094,0.00202049,0.0945111,0.000120673,6.55E-05,5.67E-05,2075387.725,13785499.94,31253712.2,-23.45310303,-33.04865757,-33.43580425,-52.8802603,2
HIFTOG_stripped.cif,7.068047378,0.561649883,0.07824962,0.014226381,12.58443667,0.347875962,7.773677263,0.890626506,0.012005353,0.120858865,1.09983378,LOW,4.14067,7.94254,2.2305,1300.6,583.096,0.6266,0.280923,1.28E-05,0.000214424,0.00022153,0.0163841,0.000165842,5.46E-05,7.13E-05,1411520.996,7802209.562,10511392.77,-18.98986492,-33.45586179,-29.61689069,-52.11269317,3
HIFTOG01_stripped.cif,7.360619362,1.962245876,0.322004733,0.016207389,3.751119802,0.166999325,4.226180093,0.625948,0.019334729,0.23331369,0.574160935,LOW,7.92964,15.06075,0.971546,2184.25,2248.23,0.81062,1.38746,3.88E-06,1.74E-05,1.50E-05,0.00538747,0.001061727,0.000330295,0.000415305,1196035.484,1668299.253,1812661.633,-9.848894806,-20.8033879,-16.40295237,-49.43017579,3
HIFTOG02_stripped.cif,7.07043413,0.558524374,0.121628481,0.026047718,12.65913264,0.62926228,7.794474516,0.891786841,0.021587983,0.203165737,1.10240395,LOW,4.15102,7.86759,2.24253,1305.84,582.304,0.6288,0.280397,1.31E-05,0.000200327,0.000231743,0.00640907,0.000184964,5.48E-05,3.78E-05,1619821.897,7348682.089,5863126.949,-19.05642462,-32.9392862,-29.77588868,-51.40793336,3
HIFVUO_stripped.cif,5.962574469,1.631291836,0.0710346,0.015118068,3.655124325,0.05516898,3.356346009,0.525866726,0.006555067,0.055914984,0.562902154,LOW,5.9811,7.50154,0.819546,1955.99,2386.68,0.71096,0.867505,8.02E-06,2.04E-05,4.52E-05,2.37E-06,0.000618664,0.000282844,0.000260289,1214047.078,1408543.126,2876681.887,-14.66820366,-19.11870911,-20.59977916,-12.38612196,3
HIHGOW_stripped.cif,7.787617218,1.560133447,0.075782276,0.022565779,4.991635322,0.087018143,5.437648035,0.735411093,0.007570966,0.079222428,0.698242849,LOW,4.75672,7.37934,0.915888,1697.07,1852.92,0.61416,0.670562,3.54E-05,0.000150051,0.000441629,4.05E-06,0.000288065,0.000167379,0.000105214,2788442.12,6866529.545,12703629.75,-21.12495585,-28.15375054,-29.73623037,-14.35500359,3
HIHJUF_stripped.cif,2.264378209,0.776509677,0.059781803,0.028359179,2.916097861,0.131412858,1.052487734,0.022217043,0.019571318,0.052307607,0.464802094,LOW,4.89351,5.85362,1.47566,563.137,381.616,0.49786,0.33738,3.81E-05,0.000131776,0.000720409,0.00011408,0.001831961,0.000482406,0.000670328,30754780.2,28002085.21,212719933.3,-23.23256814,-27.6873568,-32.19076923,-41.48514767,3
HIKMIY_stripped.cif,2.158408846,0.510941391,0.023021518,0.036318121,4.224376584,0.303633735,1.350651589,0.130543334,0.031215601,0.068898929,0.625762627,LOW,4.18955,4.74046,1.36488,449.292,329.181,0.44406,0.325347,5.03E-05,0.000150535,0.000935117,2.87E-06,0.000283696,0.000191794,0.000163981,5817660.875,11763082.45,62475599.29,-25.34154539,-29.85798918,-33.30570164,-17.90673319,2
HILKIY_stripped.cif,1.261574001,0.084435914,0.022779862,0.004404769,14.9412014,0.824808662,1.481574239,0.170723418,0.023974635,0.040379384,1.17438552,LOW,3.98614,5.34685,1.49752,265.942,177.589,0.41758,0.278848,1.91E-05,0.000306745,0.000986085,0.0180025,0.000287277,0.000140652,6.66E-05,2457296.945,19286403.59,29367390.27,-23.99420855,-36.82721227,-36.47300038,-54.14527308,2
HIQNEC_stripped.cif,4.789020894,0.266156836,0.173797152,0.033652467,17.99322898,2.36689344,6.010743737,0.778928213,0.057128643,0.349906052,1.255109107,LOW,3.89967,6.67543,1.21851,741.708,608.701,0.49416,0.405545,1.07E-05,0.000418576,0.00108001,9.58732,0.000131921,4.84E-05,2.26E-05,512921.449,7362811.791,8890396.222,-19.85149528,-35.8855816,-35.81264798,-72.94166187,2
HIQNOM_stripped.cif,6.463295402,1.423341698,0.127987048,0.206305237,4.540930272,0.664295866,4.247321178,0.628115103,0.063533244,0.419158926,0.657144833,LOW,3.98632,5.82726,1.22683,834.697,680.371,0.53266,0.434177,5.71E-05,0.0304952,0.0815512,311.093,6.90E-05,3.89E-06,3.58E-05,1441866.746,43394519.11,1068948105,-23.04642334,-54.934949,-46.09452567,-74.44977812,3
HIQVUZ_stripped.cif,9.224087909,0.444076639,0.080463206,0.03400783,20.7713874,1.600979805,12.15241764,1.084662686,0.033473772,0.326455858,1.317465506,HIGH,5.58002,7.34415,1.11948,1299.81,1161.08,0.61414,0.548593,1.70E-05,0.000621719,0.000471104,6.99737,0.000297969,4.08E-05,8.92E-05,1694410.596,8476445.832,14049815.63,-17.85059113,-36.63719173,-31.66750979,-67.27421902,2
HIQVUZ01_stripped.cif,9.570301382,0.436085154,0.135235435,0.042986578,21.94594632,2.185410236,12.83716503,1.108469124,0.043247696,0.451899633,1.341354313,HIGH,5.39571,7.31555,1.10559,1262.01,1141.48,0.6196,0.560423,1.66E-05,0.000533212,0.000446635,4.03258,0.000336021,2.14E-05,8.22E-05,1845561.659,3759992.731,12122954.85,-17.63593853,-36.28891723,-31.63668866,-66.6702448,2
HIYGIH_stripped.cif,9.810620072,1.977309163,0.239113816,0.061962769,4.96160148,0.196972656,6.824481963,0.83406969,0.017241235,0.237228537,0.695621878,LOW,6.68763,17.08856,0.730611,1955.55,2676.6,0.74806,1.02388,1.13E-05,3.97E-05,7.82E-05,6.90E-05,0.000966145,0.000376214,0.000386783,2377602.169,3258237.184,6600295.573,-15.74964992,-21.73658391,-22.67906359,-30.80014499,3
HOGLEV01_stripped.cif,10.30397418,1.657992116,0.14440396,0.032938944,6.214730508,0.151094875,8.175402905,0.912509165,0.010558731,0.157999401,0.793422301,LOW,5.60473,9.50106,0.873265,1955.26,2239.03,0.7059,0.808346,2.30E-05,9.38E-05,0.000226907,3.50E-05,0.000281522,0.000140979,0.000110334,1685339.831,3448530.304,6526170.775,-19.73447824,-25.4588095,-26.95323495,-25.44890876,3
HOGSIG_stripped.cif,4.525355836,0.870163228,0.057184366,0.024424399,5.200582706,0.160084591,3.240390131,0.510597301,0.013368474,0.073051725,0.716052007,LOW,3.95106,5.41085,1.19815,775.139,646.944,0.53522,0.446704,1.65E-05,0.000100293,0.000165595,4.89586,0.000108488,4.77E-05,6.32E-05,639349.3037,1709238.435,3741717.535,-20.31602273,-35.06583536,-26.63500329,-75.14234774,3
HOHMIB_stripped.cif,8.197682342,2.935189208,0.12063838,0.047757406,2.792897412,0.061272057,3.656617062,0.563079481,0.009527781,0.09484812,0.446054984,LOW,11.41854,13.18944,0.53853,2080.76,3863.77,0.7779,1.44449,1.05E-05,2.23E-05,5.23E-05,2.82E-06,0.000868717,0.000529847,0.000482417,1466458.379,1903299.896,4058476.836,-14.35384434,-18.08812785,-20.0452887,-9.540497635,3
HOWRUI_stripped.cif,6.280523103,0.737392593,0.177158605,0.017087441,8.517203951,0.310924353,5.842752096,0.76661746,0.015854115,0.192553858,0.930297047,LOW,4.73934,6.89711,1.13021,1482.51,1311.71,0.59558,0.526964,1.32E-05,6.32E-05,0.000232813,0.000263507,0.000377004,0.000225174,0.00022079,1678426.588,4800360.909,17342092.26,-17.98808652,-25.28078693,-28.18216643,-35.53422265,3
HOWSAP_stripped.cif,5.837728291,0.700085234,0.157406205,0.018044802,8.338596517,0.311041317,5.377090431,0.73054734,0.016199792,0.173102134,0.92109296,LOW,4.61596,6.71751,1.15559,1458.73,1262.33,0.58898,0.50968,1.43E-05,6.99E-05,0.000277285,0.000265024,0.000442557,0.000182951,0.000204667,2190057.775,4408509.143,19576408.2,-18.42636778,-25.80961033,-28.87541502,-35.90871154,3
HOXKUB_stripped.cif,4.525351047,0.258586276,0.052665544,0.013921195,17.50035273,0.963907625,5.625223148,0.750139755,0.023920647,0.126505648,1.243046802,LOW,4.21794,6.32525,1.716,1049.5,611.599,0.54018,0.31479,1.95E-05,0.000206121,0.000269908,0.0450733,0.000292554,0.000122767,0.000187047,2917622.912,12962123.97,25860622.82,-20.06496952,-32.31226963,-28.07258535,-55.51424865,3
HOYKUD_stripped.cif,6.836704479,1.108857165,0.073839869,0.071695733,6.165541149,0.404170856,5.400799645,0.732458066,0.028469386,0.203189628,0.789971201,LOW,4.00768,4.88126,1.04686,1208.59,1154.49,0.5981,0.571327,4.24E-05,0.000222022,0.000589276,6.35E-06,0.000701237,0.0002424,0.000362191,9291232.447,16817916.26,66696064.95,-21.88023023,-28.2007514,-29.46845862,-16.68961325,3
HOYRAQ_stripped.cif,6.515809288,0.967041627,0.075543779,0.057024065,6.737878815,0.404922956,5.398499134,0.732273036,0.02609958,0.181212152,0.828523196,LOW,3.81519,4.56903,1.082,1053.56,973.718,0.59528,0.550169,2.70E-05,0.000156974,0.000319132,4.14E-06,0.0001366,0.000190546,7.90E-05,1190487.614,9660709.34,8139248.432,-21.21762865,-27.4136661,-28.33308597,-15.61577837,3
HOZBAB_stripped.cif,6.180097268,0.323979144,0.099957869,0.02825673,19.07560222,1.692097132,7.913480181,0.898367519,0.038523997,0.270306299,1.280478258,LOW,3.9473,4.66438,1.17395,453.379,386.2,0.50742,0.432234,4.85E-06,0.019106,0.000186283,26.4856,0.000152327,7.47E-06,4.87E-05,258744.0097,49995357.5,3178395.831,-19.27477897,-59.29543706,-35.22916388,-76.14344084,2
HOZTOG_stripped.cif,3.581289922,0.901275793,0.099959756,0.02691151,3.973578288,0.16241399,2.145843649,0.331598075,0.017751129,0.087342374,0.599181774,LOW,6.38496,8.67552,1.38535,1644.14,1186.81,0.6392,0.461399,3.48E-06,7.22E-06,1.36E-05,1.03E-06,0.001818537,0.000805201,0.001055342,2620082.515,2403856.41,5946702.217,-12.70149769,-15.63645739,-16.66333273,-10.27027616,3
HUCGAO_stripped.cif,6.243683899,1.744111499,0.057679475,0.023693391,3.579865107,0.058811001,3.458168362,0.538846133,0.007134708,0.054818037,0.553866662,LOW,6.0136,8.36432,0.828261,1616.6,1951.8,0.63564,0.767439,1.03E-05,2.16E-05,7.43E-05,2.80E-06,0.000751611,0.000400858,0.000267072,1921275.339,2144945.712,4908926.568,-15.87043551,-19.6268654,-23.16052973,-13.35367632,2
HUDWOU_stripped.cif,9.092368128,1.902027517,0.06758961,0.020583341,4.780355723,0.062761261,6.177902405,0.790841043,0.00570185,0.069258823,0.679460215,LOW,13.35419,15.73009,0.623434,2016.38,3234.31,0.75038,1.20362,3.55E-05,0.000166969,0.000458524,0.000112728,0.000206138,0.000106566,0.000106051,1361654.422,3311302.021,9049428.287,-21.06885662,-27.09750692,-28.93193126,-32.19918778,2
HUFHIB_stripped.cif,6.083917317,0.228792144,0.021286473,0.007926454,26.59146072,0.925941457,8.66801371,0.93791959,0.015122571,0.096874119,1.424742195,LOW,7.46213,9.61582,1.46267,1031.97,705.54,0.56474,0.386102,3.72E-06,0.00213117,0.0164431,1.21222,0.00054931,3.67E-05,1.10E-05,891575.6123,34112445.75,79067508.3,-15.37947121,-44.74282702,-51.54644192,-63.12921425,3
HUFHOH_stripped.cif,7.605035257,0.2321885,0.053063372,0.008885184,32.75371202,1.274054587,11.52360973,1.061588541,0.016893196,0.151559688,1.515260526,HIGH,7.84482,8.71601,1.20093,1557.74,1297.11,0.61934,0.515717,4.69E-06,0.00133374,0.00811146,15.3773,0.000563807,4.32E-05,3.94E-05,947774.0277,20673680.28,114448493.3,-15.39692326,-39.79221923,-45.06511571,-72.72706822,3
HUFHUN_stripped.cif,4.991910451,0.330612374,0.016962789,0.011407265,15.0989825,0.52348724,5.885201253,0.769761319,0.015057148,0.077778834,1.178947682,LOW,8.17453,10.40679,1.41068,983.898,697.464,0.53796,0.381348,4.26E-06,3.45E-05,0.000810196,0.0104116,0.000422238,0.000193615,4.50E-05,757998.1563,2811868.283,15336965.19,-15.87788499,-25.47338596,-40.49414379,-49.0340511,3
HUFJEZ_stripped.cif,5.863395166,0.285047169,0.086207449,0.015799406,20.56991194,1.179565268,7.700000696,0.886490764,0.024904272,0.18476874,1.313232433,LOW,6.86873,8.97011,1.43993,1037.59,720.588,0.55,0.381964,5.13E-06,0.000576547,0.112494,7611.71,0.000332641,3.00E-05,5.95E-06,733914.2278,7429643.694,287702891.3,-16.11260631,-41.37700409,-63.56772662,-91.17741873,3
HULCOI_stripped.cif,9.932883315,2.553759298,0.099133986,0.02242397,3.889514302,0.051704207,5.859361906,0.767850323,0.005773176,0.081903133,0.589895373,LOW,7.36184,19.48655,0.57283,2070.4,3614.34,0.79248,1.38345,8.40E-06,2.57E-05,4.47E-05,3.71E-05,0.001087166,0.000481189,0.000544692,1561916.536,2118021.689,4164646.614,-13.63602605,-19.56685022,-20.26931412,-28.37363816,3
HUQHUY_stripped.cif,9.047551933,2.546160269,0.11045358,0.032409788,3.553410225,0.06267139,4.981992379,0.697403059,0.007659639,0.092205149,0.550645348,LOW,9.08074,12.11698,0.619951,1754.21,2829.6,0.72566,1.17051,1.23E-05,4.82E-05,9.62E-05,0.013084,0.000813865,0.000225556,0.000186972,1848740.153,2010924.813,3329419.581,-15.98054302,-24.8343029,-24.70030286,-52.99703066,3
HURFEH_stripped.cif,5.809976161,0.864958938,0.085254805,0.032454383,6.71705431,0.270620624,4.805889456,0.681773777,0.017497111,0.123723543,0.82717886,LOW,4.35553,6.43578,1.06677,1389.37,1302.41,0.60582,0.567902,3.52E-05,0.000183403,0.00219424,4.21E-05,8.51E-05,5.54E-05,2.50E-05,952923.0423,3233852.108,17439499.23,-23.27716212,-30.31440604,-39.5207275,-28.98171212,3
HURFUX_stripped.cif,6.591178788,1.122454064,0.071829212,0.040750871,5.872114501,0.222585363,5.067262102,0.704773369,0.016462144,0.121748838,0.768794515,LOW,5.05966,6.75247,1.03164,1606.57,1557.3,0.63416,0.614713,2.87E-05,0.000129831,0.001585,7.31E-05,9.46E-05,7.92E-05,1.78E-05,836520.7739,3165931.357,8683202.236,-21.90605618,-28.55076491,-38.62538291,-32.21667779,3
HURGEH_stripped.cif,7.076695863,1.049604428,0.089915763,0.014318584,6.74225039,0.12569205,5.865200045,0.768282829,0.008096312,0.094001884,0.828804877,LOW,5.18326,7.75313,1.0195,1792.23,1757.95,0.62558,0.613615,7.57E-06,3.81E-05,7.16E-05,3.53274,0.000569373,0.00029256,0.000321026,1311522.691,3391792.217,6991716.211,-15.16027572,-23.35361858,-22.89079871,-66.88172064,3
HUSJUC_stripped.cif,3.598914734,0.439713759,0.063785919,0.046669881,8.1846762,0.880725238,3.28581456,0.51664305,0.046732956,0.177985066,0.913001503,LOW,4.95516,5.68783,1.59918,867.552,542.497,0.4337,0.271201,3.30E-05,0.000319752,0.00138622,1.28584,0.000267061,8.89E-05,0.000100349,4206973.78,13569337.76,66404552.43,-22.8677372,-35.41619495,-35.95658277,-67.42813205,3
HUTGUZ_stripped.cif,2.499164294,0.337108992,0.053599483,0.024949588,7.413520115,0.571250989,2.174334091,0.337326275,0.03346469,0.095756093,0.87002447,LOW,4.70668,5.30784,1.41566,640.14,452.186,0.48398,0.341876,3.07E-05,0.000111933,0.000461765,4.16E-06,0.000357505,0.000147531,0.000191823,4632903.088,6978374.618,37431323.84,-22.74702729,-28.80352411,-30.55224383,-21.27112312,2
HUTZAX01_stripped.cif,1.806527098,0.160583386,0.018964352,0.021968075,11.24977588,1.543512601,1.898919885,0.278506642,0.059586876,0.109475508,1.05114387,LOW,3.91522,5.14597,1.41637,289.7,204.536,0.45898,0.324053,2.48E-05,0.000161993,0.000571839,3.01E-05,0.000436695,0.000163087,0.00017995,4575785.476,11169838.95,43506806.54,-24.06796428,-31.85079026,-33.01602964,-32.26397661,3
HUZXEH_stripped.cif,8.443813127,2.218408411,0.10916064,0.043988981,3.806248248,0.09009819,4.901609118,0.690338675,0.01028024,0.107472976,0.58049711,LOW,6.32242,10.51647,0.689382,1846.75,2678.84,0.69478,1.00783,1.62E-05,5.30E-05,0.000140938,4.39E-06,0.000399722,0.000226292,0.000164695,1330646.491,2468563.503,4776638.657,-17.68475227,-23.71927585,-25.50390398,-14.2326264,3
IBUVUX_stripped.cif,1.504857956,0.389169087,0.113463844,0.082721111,3.866848639,0.872108851,0.883889114,-0.053602215,0.09794851,0.161764465,0.587357173,LOW,3.851,4.73946,1.21005,200.295,165.526,0.4303,0.355604,2.94E-05,0.000135791,0.000572656,1.52E-06,0.000154966,0.000240893,9.25E-05,1646633.392,11815552.45,19124947.59,-25.95668058,-31.706876,-34.19428328,-16.25926013,2
IBUYAH_stripped.cif,0.841264164,0.226732574,0.060190654,0.030950282,3.710380686,0.571842919,0.479031353,-0.31963606,0.066933354,0.065919242,0.569418471,LOW,4.04009,4.30011,1.49492,138.74,92.8074,0.39878,0.266757,7.11E-06,2.62E-05,0.000132999,2.56E-06,0.000371589,0.000161561,0.000193482,1178672.976,1889368.503,11483176.84,-23.9728862,-29.91559524,-32.66885647,-23.31076567,3
ICAMEG_stripped.cif,14.11393653,1.281810417,0.128633836,0.029870114,11.01093917,0.27551499,14.70424294,1.167442669,0.010866888,0.203674919,1.041824363,HIGH,7.56833,8.26513,0.719368,2371.88,3297.17,0.72596,1.00916,8.12E-06,0.000231352,0.000388247,14.1797,0.001368568,0.000192273,0.000196845,2386628.504,9552057.534,16411120.56,-13.09973153,-29.90471866,-29.40327132,-64.50494002,3
ICONIY_stripped.cif,3.329204645,1.071387216,0.042109374,0.023182271,3.107377608,0.077881241,1.639280498,0.214653272,0.010884867,0.041750504,0.492394032,LOW,4.52963,5.05322,1.20843,1512.67,1251.77,0.48924,0.404857,1.37E-05,2.78E-05,0.000117036,2.04E-06,0.000763289,0.00078202,0.000482342,3763563.804,7853845.249,20363462.7,-18.62101397,-21.48919471,-24.70047539,-14.51858702,2
ICUNIE_stripped.cif,11.66567492,1.306940313,0.166514433,0.042065664,8.92594314,0.314277629,11.09002188,1.044932403,0.015291274,0.238492442,0.950654116,HIGH,4.84265,5.53386,0.781946,2930.27,3747.4,0.7285,0.93165,9.79E-06,6.15E-05,0.000110565,0.00356439,0.003374487,0.000865409,0.001015349,7714885.961,12414710.51,26203838.16,-13.97875322,-22.19265949,-21.87807905,-39.98818561,2
IDORAW_stripped.cif,4.72384084,0.76953642,0.130529273,0.032556327,6.138553961,0.310186018,3.722698723,0.57085789,0.021945246,0.146040949,0.788066078,LOW,5.83812,7.81408,1.06173,1450.73,1366.39,0.56784,0.534826,4.21E-06,2.65E-05,0.000122587,0.00126485,0.000643799,0.00023569,9.04E-05,858590.8633,1977184.814,3511733.087,-14.50152967,-25.26220228,-30.46314232,-44.54465015,3
IFAGON_stripped.cif,7.85460181,1.227044894,0.045956411,0.007881157,6.401234255,0.055615728,6.332880479,0.801601292,0.003773273,0.047447956,0.806263721,LOW,5.9349,7.26408,0.928556,1515.46,1632.06,0.62424,0.67227,1.85E-05,6.74E-05,0.000179298,7.03E-06,0.00069613,0.000221127,0.00026093,3577771.675,4131058.928,12967669.71,-17.33727052,-23.867084,-24.92384674,-17.73179394,3
IFUNUU_stripped.cif,7.915808181,0.306914143,0.13041572,0.014122393,25.79160443,1.260557628,11.17299194,1.048169486,0.021226024,0.249231154,1.411478359,HIGH,4.09544,6.12745,1.31967,1328.07,1006.36,0.58896,0.446292,2.45E-05,0.0190859,0.019318,21120600,0.000463123,1.48E-05,2.62E-05,4470735.396,110986665.5,199681898.1,-20.69282375,-48.15098728,-47.75996357,-108.2071552,3
IFUPAC_stripped.cif,8.187849402,0.288903333,0.110397598,0.075305439,28.34113856,7.397267471,11.89217407,1.075261257,0.113354389,0.941877285,1.452417293,HIGH,4.0886,6.14041,1.29013,1340.8,1039.28,0.58926,0.456745,2.39E-05,0.0281553,0.047485,2284860000,0.000468662,1.86E-05,1.45E-05,4320508.739,201285340.9,264650693.1,-20.53000572,-49.10895234,-50.86233734,-115.049529,3
IGETUL_stripped.cif,6.816935338,0.712728722,0.129797047,0.043555598,9.564558188,0.612213616,6.685129304,0.825109812,0.027798565,0.228282111,0.980664914,LOW,5.01492,7.73199,1.17458,1163.81,990.825,0.56602,0.48189,5.65E-05,0.0202686,0.00121299,1449340,0.000210606,9.64E-06,9.60E-05,4169529.659,68506769.67,40837033.93,-24.85365711,-53.03525158,-34.40605779,-108.600232,3
IGINIX_stripped.cif,6.094579172,0.431520746,0.117885274,0.022175298,14.12349054,0.775499006,7.008412826,0.845619676,0.023846438,0.198743102,1.149942043,LOW,3.84672,5.75448,1.27352,1287.69,1011.13,0.57082,0.448221,2.02E-05,0.000239883,0.000551044,0.141062,0.000149198,0.000121776,2.76E-05,1144039.885,11105094.13,5771322.041,-19.3914029,-32.60784585,-31.48788528,-58.1551396,3
IGOJAR_stripped.cif,2.155970454,0.031132541,0.009196065,0.007571439,69.25134874,16.84452954,3.9679089,0.598561693,0.105636733,0.228377669,1.840428236,LOW,4.22495,4.46508,1.47759,250.452,169.5,0.4036,0.273147,5.78E-05,0.000783595,0.00249891,0.000775285,0.000272213,8.98E-05,0.000118527,6944821.248,31042283.05,130639799.2,-26.91653972,-37.49194149,-37.81005515,-43.01809189,2
IGUBES_stripped.cif,2.748316323,0.518896872,0.022110278,0.01704849,5.296459612,0.179157423,1.989741621,0.298796684,0.014690394,0.043431424,0.723985665,LOW,7.71737,8.30519,1.17663,728.297,618.968,0.47856,0.406721,3.84E-06,1.10E-05,3.68E-05,6.39E-06,0.000691444,0.000289742,0.000219345,931386.335,1116281.032,2836768.453,-15.5853717,-20.94680093,-24.61285095,-24.75084168,2
IGUBES01_stripped.cif,2.72805141,0.507721522,0.056648451,0.021503486,5.373125408,0.253447627,1.992096735,0.299310424,0.020485453,0.069529412,0.730226977,LOW,7.74481,8.30958,1.17665,717.036,609.389,0.48062,0.408466,3.86E-06,1.10E-05,3.65E-05,6.51E-06,0.000523484,0.000268388,0.000176144,709829.8952,1038562.971,2260337.987,-15.60000243,-21.05893988,-24.57929383,-25.09204184,2
IGUKIG_stripped.cif,5.100698754,0.528247096,0.196644221,0.039699271,9.6558955,0.815579599,5.023130168,0.700974433,0.036682431,0.269277639,0.984792557,LOW,4.00911,5.07304,1.10439,619.129,560.608,0.5228,0.473384,2.63E-05,0.000234981,0.000520527,1.69E-05,0.000134929,0.000113065,7.02E-05,1170066.268,8758706.875,12038323.2,-21.9973624,-34.29277027,-31.4236185,-23.82534133,2
IHIMAP01_stripped.cif,3.404002074,0.058885151,0.031646087,0.008172862,57.80747796,8.041266797,5.997797266,0.777991782,0.060412215,0.213068852,1.761984022,LOW,3.8505,5.07944,1.90767,606.667,318.014,0.451,0.236414,4.50E-06,0.000409715,5.46E-05,8987.57,9.43E-05,9.85E-06,6.29E-05,241781.8913,2299282.344,1954727.288,-18.9990587,-44.18828814,-26.94012528,-93.79186173,3
