,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
30,AFOVIB_stripped.cif,7.3857941672,1.0947552579,0.1444559781,0.0391341863,9.3070109922,5.28119949,0.0511764237,0.0153809478,6.746525411869411,0.2749062884917136,6.12341541385623,0.786993723068876,0.01769655887197977,0.1772769207150795,0.8290801605398183,HIGH,6.74437,0.8289413879142066,8.80291,0.9446262616991524,1.09481,1482.59,1354.19,0.62014,0.566434,-0.24685068616360253,3.02e-05,-4.519993057042849,0.00017005,-3.769423363731259,0.000598338,-3.223053414563522,1.86842,0.27147450742924867,6.83e-05,-4.165579296318468,6.16e-05,-4.210419287835575,2.68e-05,-4.5718652059712115,675312.0485,5.829504498202911,3422214.615,6.534307241671355,5239976.482,6.719329337792783,-23.61734523,-31.52334574,-33.97408603,-69.21311062,3
31,AFUKAP_stripped.cif,6.1780679956,1.109317696,0.095817335,0.0483717731,8.106706936,5.015831307,0.0618544662,0.0555759478,5.569250376043763,0.257750512992712,4.607582988209169,0.6634731661367389,0.02009958575071031,0.1432703670544182,0.7457967428475494,LOW,4.95529,0.6950690759180265,7.35231,0.8664238101913136,0.959143,1305.85,1361.47,0.58552,0.610462,-0.21434136481319613,1.68e-05,-4.774690718274138,5.56e-05,-4.2549252084179425,0.000177139,-3.751685811367082,1.27e-05,-4.896196279044043,0.000351915,-3.4535622214330903,0.000242969,-3.614449133758771,0.000122648,-3.9113395293658364,1692008.418,6.22840251938968,3865212.187,6.5871733401984,6220324.178,6.79381301894288,-18.93756787,-24.37150377,-27.18123199,-26.6209388,3
32,AFUPEX_stripped.cif,8.3837939004,0.2756707504,0.1017615371,0.0138971409,9.0324376953,4.4485005876,0.1114616867,0.0374608626,30.41234475632639,1.576963777446616,12.43358474780641,1.094596358870344,0.0225193641658921,0.2417036358714648,1.483049905033232,HIGH,4.58752,0.6615779706379559,5.44762,0.7362068056486882,1.38641,1768.78,1275.8,0.6308,0.454988,-0.3420000574143328,1.13e-05,-4.94692155651658,0.000404503,-3.3930782530909815,0.000355654,-3.4489723024781265,11.4658,1.0594043620284068,0.000840172,-3.075631796075961,0.000132191,-3.8787981120469825,0.000194834,-3.7103352531867686,3942074.598,6.595724838409487,22129365.93,7.34496897031916,28677325.07,7.457538639272018,-17.37821217,-33.9883419,-29.57316341,-71.69623601,3
33,AGAWOU_stripped.cif,8.7366331897,0.8133887287,0.0660484129,0.0226362235,10.7225281894,4.8797750415,0.144941673,0.0605253501,10.74103055701711,0.3097507701525145,9.007870285258901,0.9546221236438285,0.01252422191040465,0.128880180728887,1.031045952104144,HIGH,4.56528,0.6594674190501131,5.80992,0.7641701523907175,1.01998,2053.27,2013.06,0.668,0.654916,-0.1838143993607401,9.75e-06,-5.010995384301463,5.31e-05,-4.274905478918531,0.000201075,-3.6966419226254206,0.00317551,-2.4981865152858007,0.000977115,-3.010054319672965,0.000396446,-3.401815959668306,0.000603009,-3.219676205901029,2901571.927,6.462633340749946,6408118.002,6.806730500445969,36917180.23,7.567228521787284,-15.6743596,-23.05385819,-25.59659639,-43.50382846,2
34,AGAWUA_stripped.cif,9.1672674515,0.4651389806,0.0641738049,0.0424524433,9.738613268,5.604344847,0.0241065835,0.1395006157,19.70866307458214,1.804059448190266,11.86846849112485,1.0743946811478864,0.03975373978486205,0.3737838000534262,1.294657165171162,HIGH,5.14929,0.711747351305417,7.22813,0.8590259548704846,1.10112,1315.16,1194.39,0.59896,0.543958,-0.2644346316849231,2.57e-05,-4.590066876668706,0.000970098,-3.0131843907756215,0.000613557,-3.212145084712752,9.43493,0.9747386823783738,0.00028738,-3.5415434595555686,1.44e-05,-4.841637507904751,5.17e-05,-4.286509456906058,2426343.702,6.3849523205657155,4590516.89,6.661861589640957,10418808.94,7.01781807401617,-19.29135029,-39.51807463,-32.69448048,-69.4676989,2
35,AGAXEL_stripped.cif,8.2440962624,0.3935247579,0.1469431093,0.03051879,9.2220022303,5.3327873452,0.1119160129,0.0936351451,20.94937128325465,1.66703184273951,10.89186085180594,1.037102084405086,0.03455868535002173,0.3447609272370019,1.321170993779144,HIGH,5.84557,0.7668268655038691,6.17309,0.7905026087698701,1.08529,1304.39,1201.88,0.59678,0.549879,-0.25973286580324306,2.77e-05,-4.557520230935552,0.00207062,-2.683899595479081,0.00209375,-2.6790751756190794,6.03537,0.780703899790893,0.000830403,-3.080711090515497,1.81e-05,-4.7423214251308154,4.9e-05,-4.309803919971486,7457081.888,6.872568912208429,12167846.51,7.085213722718145,33266748.02,7.5220103486296495,-18.86090724,-40.10985332,-37.48014494,-65.23523048,2
36,AGAXIP_stripped.cif,12.7305060387,1.3668450587,0.128675039,0.0306021702,15.409287039,7.5051045058,0.1921572557,0.0889626342,9.313788682682091,0.2287909245925606,12.33746923478557,1.0912260827046822,0.01066833696204052,0.1843798860120002,0.969126380151769,HIGH,6.78106,0.8312975871072311,8.05491,0.9060606922758162,0.793145,1921.39,2422.49,0.67036,0.845192,-0.07304462232996806,1.73e-05,-4.761953896871205,0.000580106,-3.236492642628566,0.000301984,-3.520016066631554,2.62909,0.4198054532932596,0.000497907,-3.302851768000493,5.99e-05,-4.2225731776106885,0.000110556,-3.956417682789644,2044076.965,6.31049724412682,8232516.781,6.915532624642163,7904469.659,6.897872736773437,-16.89705306,-36.80143293,-28.32733674,-64.15333744,2
37,AGAYAI_stripped.cif,7.9313350962,2.327087163,0.2025845265,0.0154258123,15.6234598645,5.014124833,0.1810189278,0.0540873179,3.408267306143874,0.0899388779612183,4.22370281707788,0.6256933533127733,0.01146035650921983,0.1410702945459205,0.5325336486036895,LOW,7.74045,0.8887662096280992,9.94297,0.9975161290602934,0.642935,2126.32,3307.21,0.74632,1.1608,0.06475739942967948,6.28e-06,-5.2020403562628035,1.55e-05,-4.809668301829708,2.84e-05,-4.546681659952962,4.86e-05,-4.313363730737707,0.001092558,-2.9615554986034542,0.000512846,-3.290013027463123,0.00058347,-3.2339814689577713,1317545.716,6.119765693229618,1524006.889,6.182986930158387,3184523.836,6.503044503906098,-12.6046474,-17.20920272,-17.99342225,-30.00050361,2
38,AGUVAA_stripped.cif,7.1169909396,0.9113524388,0.1204697838,0.0289283924,9.1341740578,4.0142804353,0.0996724492,0.036218352,7.809263065089413,0.2809270038185722,6.352697658690699,0.8029581866296412,0.01562311918027603,0.1546815237946098,0.8926100528445725,HIGH,4.21864,0.6251724662009773,6.10311,0.785551197576205,0.975981,1975.42,2024.04,0.6351,0.65073,-0.18659917093000725,7.06e-06,-5.151195298948196,4.6e-05,-4.337242168318426,7.9157e-05,-4.101510673638641,0.00429425,-2.367112675675276,0.000628141,-3.201942858414703,0.00029275,-3.533503096255599,0.000224488,-3.6488068692400413,1291576.964,6.111120290528384,3923645.04,6.593689711209913,5177020.808,6.714079910545197,-14.68343279,-23.810046,-23.35070532,-47.15633949,2
39,AHAYIT_stripped.cif,4.4452405335,0.7551474088,0.0668810077,0.0355390694,5.6178441006,4.0316278579,0.0988199774,0.0674106655,5.886586488542553,0.2908497996334621,3.422228565545749,0.534309012054972,0.02145801531827199,0.1083957529077726,0.7698635292635618,LOW,4.57718,0.6605979916210127,6.80261,0.8326755731650274,1.15248,984.395,854.151,0.52758,0.457777,-0.3393460312857912,2.1e-05,-4.6777807052660805,0.000122499,-3.911867456574996,0.000521414,-3.2828173121758986,1.39e-05,-4.856985199745905,0.000157981,-3.8013951414717555,0.00010892,-3.9628923673320733,8.82e-05,-4.054531414868181,1143994.359,6.058423882969931,4590165.788,6.661828371705733,15822707.5,7.199280799749593,-22.11767657,-30.17122352,-33.90029289,-24.91873661,2
40,AHAYOZ_stripped.cif,4.503766928,0.7336537954,0.0994861756,0.0717207156,5.6649773977,3.9442751087,0.0490748508,0.0700853568,6.138817731522091,0.6152499648113985,3.54934998340579,0.5501488250359206,0.04352624176097003,0.211129530074124,0.7880847388747887,LOW,4.33855,0.6373446068815137,7.02472,0.8466290182741436,1.14439,1016.92,888.614,0.53324,0.46596,-0.33165136340632756,1.9e-05,-4.721246399047171,0.00010777,-3.9675021171428897,0.000442537,-3.3540504125953965,1.2573e-05,-4.900561084446493,0.0001665,-3.7785857621576615,9.7e-05,-4.013228265733755,7.41e-05,-4.130181792020672,1079886.497,6.033378110748957,3571577.845,6.552860120311187,11205436.15,7.049428765275532,-21.78200734,-29.73960473,-33.36748022,-24.47094441,2
41,AHEBAS_stripped.cif,6.6666477497,1.0343654262,0.0518863412,0.0343023566,8.5986240591,5.0401642214,0.0470010317,0.036419193,6.445157176406792,0.2195462873622259,5.394874777406617,0.7319813685532262,0.01479370301050085,0.1071903901041253,0.8092335128475008,HIGH,5.21061,0.716888568621298,7.52116,0.87628482765913,1.05684,1581.14,1496.1,0.62004,0.586692,-0.23158983368505387,1.5e-05,-4.823908740944319,6.85e-05,-4.164309428507575,0.000198908,-3.7013477493743796,0.000151759,-3.818845543847865,0.0003657,-3.4368750396619556,0.000259285,-3.5862226070473047,0.000217643,-3.6622552963920008,1726878.951,6.2372618959025905,5604763.084,6.74855725948477,13657202.56,7.1353617507969185,-18.4108845,-25.86484431,-27.64515615,-34.67988439,3
42,AHOLAM_stripped.cif,7.2278774046,1.0787424276,0.1519540068,0.0217930641,9.8700935867,4.7812390774,0.1293000299,0.0797722566,6.700281012104692,0.1953580128825782,5.970899055601817,0.7760397290337836,0.01266258935068713,0.1553508681921505,0.8260930175436828,HIGH,7.13935,0.8536586733639313,9.94836,0.9977514926397776,0.963344,1436.19,1490.84,0.64336,0.66784,-0.17532757261464,1.81e-05,-4.7423214251308154,0.000256002,-3.5917566417757643,0.000238834,-3.621903847721468,0.00037426,-3.4268265867449688,0.000174759,-3.7575604490604575,3.99e-05,-4.399027104313252,8.71e-05,-4.059981844992337,911382.8504,5.959700852152157,2934835.991,6.4675838363523255,5983891.83,6.77698373424499,-20.75715774,-34.70830603,-29.6867494,-42.08392586,2
43,AHORAR_stripped.cif,7.8268080325,1.5930715006,0.1004356239,0.0406861474,10.8723962419,6.0245255293,0.2076610188,0.0591993136,4.913029973577571,0.1404241297048222,5.411059144420745,0.7332822809211581,0.01241299666088998,0.1194165006708471,0.6913494137012035,HIGH,5.52353,0.7422167171385781,7.94327,0.8999993249209389,0.827449,1683.08,2034.06,0.64082,0.774453,-0.11100493356651024,2.59e-05,-4.586700235918748,6.82e-05,-4.166215625343521,0.00025482,-3.593766488625677,4.4508e-05,-4.351561920623765,0.000351126,-3.4545370109263898,0.000234918,-3.629083705226753,0.000107853,-3.967167770215351,2249003.188,6.351990071055831,3958353.612,6.597514588475888,6788311.783,6.831761780983124,-19.55558851,-23.59028752,-26.93073348,-30.35205047,2
44,AHOZIG_stripped.cif,5.7796299633,0.5656366635,0.1984899258,0.0330801181,6.5892343087,4.8695056309,0.0564855136,0.134633351,10.21791962270847,0.6929905633893175,5.833741645179549,0.7659471919167791,0.02945433011844635,0.2629057513296518,1.009362482066006,HIGH,4.2904,0.6324977839550117,5.16874,0.7133846866646469,1.14892,909.51,791.623,0.54726,0.476326,-0.322095712109343,6.33e-05,-4.198596289982645,0.00292905,-2.5332732146827732,0.00269066,-2.5701411775438805,1.40944,0.1490465926421404,0.000134267,-3.872030714650538,1.27e-05,-4.896196279044043,7.64e-05,-4.11690664142431,2915157.274,6.4646619901028615,12722878.63,7.104585384243533,70521965.02,7.848324404952486,-23.82003348,-44.12782437,-36.58014198,-65.64202074,2
45,AJIHOQ_stripped.cif,6.7274817287,0.4421541708,0.077115264,0.0237903485,7.6318856474,4.1343424184,0.0510163069,0.0292038602,15.21523978056751,0.8370361400127255,7.953759031268762,0.9005724293736802,0.0238918467276081,0.1847892048396965,1.182278800897721,HIGH,6.6748,0.824438257272918,8.43313,0.9259887951981434,1.21604,1123.14,923.605,0.57824,0.475511,-0.32283943207242516,3.41e-05,-4.467245621007502,0.000144838,-3.839117480782399,0.000436795,-3.3597223416513913,0.000239403,-3.6208704116769668,0.000225466,-3.6469189399309303,0.000154931,-3.8098616759661867,0.000129831,-3.8866215978168333,2790889.712,6.445742674748684,8145597.908,6.9109229681552335,20585410.65,7.313559534984228,-22.17497209,-27.74263359,-29.55698067,-38.18000226,2
46,AJOTUQ_stripped.cif,6.2948871115,0.1414226589,0.0572305077,0.0153571789,6.6855266556,4.1508700565,0.1048404032,0.0797186822,44.51116363150205,4.850407232077329,10.37692593421431,1.0160687169482652,0.04732532075130842,0.3124891312775797,1.648468947958878,HIGH,3.90913,0.592080113344466,5.0989,0.7074764946358285,1.55093,1207.94,778.85,0.54994,0.354588,-0.45027596592056757,1.06e-05,-4.97469413473523,0.000707837,-3.150066739698155,0.00100948,-2.995902280955786,4.65382,0.6678095816755699,0.000508619,-3.2936074203281613,0.000146192,-3.8350763924323052,0.000122992,-3.910123136274808,2486611.283,6.39560789992914,47907419.53,7.6804027787883635,57480853.14,7.759523205378066,-18.95959782,-37.04196674,-36.16650708,-66.17023008,2
47,AKAXIU_stripped.cif,4.1866796507,0.6260556066,0.0987728215,0.0386757321,5.5871711008,2.2803143533,0.0747892095,0.0309235391,6.687392631841659,0.4422266645259468,3.45508594474642,0.5384588548549014,0.02871920503659858,0.1452637724368059,0.8252568223529451,LOW,9.28889,0.9679638199487891,9.59448,0.9820214418906346,1.34204,1092.26,813.881,0.5878,0.437991,-0.3585348134468024,3.48e-06,-5.458420756053419,1.2988e-05,-4.886457720046036,3.39e-05,-4.4698003017969175,0.00288026,-2.540568306869702,0.000877097,-3.0569523744387186,0.000364353,-3.438477650242161,0.000352866,-3.452390185572428,1221769.302,6.086989208912301,1895769.64,6.277785563932999,4785664.581,6.679942256390747,-14.25995682,-20.49244349,-22.63819224,-47.35628769,2
48,AKAXOA_stripped.cif,4.1626273374,0.6598557763,0.0209394274,0.0244195322,5.6883777931,2.3083038125,0.0572561237,0.0351758134,6.308389631354054,0.2356038138995586,3.329762654288222,0.5224132780689198,0.01621989798844691,0.06956403559480838,0.7999185092480582,LOW,9.7872,0.9906584631537272,10.18511,1.0079657237765398,1.3207,1101.24,833.832,0.58942,0.446294,-0.350378951798071,3.33e-06,-5.47755576649368,1.35e-05,-4.869666231504994,3.52e-05,-4.453457336521869,0.0194318,-1.7114869681156148,0.000915402,-3.038388143047003,0.000402927,-3.3947736297123257,0.000366265,-3.4362045801973395,1202887.222,6.080224911496917,2149934.629,6.332425254940634,5087831.936,6.706532757028466,-14.01347996,-21.04515879,-23.04383356,-51.59365416,2
49,AKAYAN_stripped.cif,4.0199438009,0.4571117628,0.0440897805,0.0145519465,5.0527035414,2.1791418641,0.0968907024,0.0179233449,8.79422523777592,0.2961095736855074,3.795621226958376,0.5792828667559266,0.01462309076846696,0.07203173823138521,0.9441975845803113,LOW,7.78142,0.8910588568729148,8.09892,0.9084271090869908,1.42104,1104.86,777.504,0.5586,0.393093,-0.4055046898060647,4.28e-06,-5.368556230986828,1.79e-05,-4.747146969020107,5.22e-05,-4.282329496997738,0.00344828,-2.4623974767458905,0.000727593,-3.138111487832849,0.000307915,-3.5115691540375233,0.000364107,-3.4387709716231822,1320095.769,6.120605439114573,2331710.19,6.3676745706558995,8067944.612,6.906762908035357,-15.54355888,-22.02458384,-24.44362704,-47.82432006,2
50,AKAYER_stripped.cif,4.1255816825,0.6505031546,0.0211357804,0.0085197689,5.6280588933,2.2146293821,0.0311987518,0.0471253504,6.342139393677277,0.08919284878908565,3.309689251970023,0.5197872196095477,0.006107712185094576,0.03037160303053339,0.8022357831403869,LOW,9.37122,0.971796133553482,9.59311,0.9819594243635538,1.31308,1105.75,842.099,0.59476,0.452949,-0.3439506948204346,3.16e-06,-5.5003129173815966,1.37e-05,-4.863279432843593,3.24e-05,-4.489454989793388,0.0182615,-1.7384635523785323,0.000953316,-3.020763117925712,0.000299258,-3.5239542308650265,0.000280438,-3.552163138807549,1181329.161,6.07237092461453,1611974.889,6.207358272175227,3562105.161,6.551706736622973,-13.68850219,-21.39778321,-22.76287928,-51.99973912,2
51,AKAYIV_stripped.cif,4.27607407,0.9130143145,0.1050263835,0.0385958273,5.9626854222,3.2279598619,0.1168149263,0.0366776753,4.683468815427866,0.2289764438490104,2.867396867029027,0.4574878063864949,0.02123281054458568,0.1149059847051003,0.6705676328541771,LOW,9.1997,0.963773665338068,9.48255,0.9769251413476039,1.14308,1070.2,936.247,0.5582,0.488331,-0.3112857051617091,5.43e-06,-5.265200170411153,1.4e-05,-4.853871964321762,3.25e-05,-4.488116639021126,2.02e-06,-5.694648630553377,0.001293033,-2.888390391179143,0.000576548,-3.2391645300564567,0.000550815,-3.2589942413843835,2397438.978,6.379747561888522,2757699.533,6.4405469455712625,6113245.812,6.786271859007328,-14.72622407,-19.14152995,-20.69297416,-14.17386242,3
52,AKUKUO_stripped.cif,4.2552885167,0.5594452844,0.1590594929,0.03763521,5.2523146682,3.037767138,0.0626706139,0.0402719619,7.606263982122504,0.5853750343919062,3.749638513755873,0.5739894013148399,0.0334231296570633,0.1996807998774704,0.8811713939114375,LOW,4.38484,0.641953750864007,5.04792,0.7031124635431578,1.30477,805.696,617.5,0.50342,0.38583,-0.41360400705004247,3.6702e-05,-4.4353102691185535,0.000120532,-3.9188976370854074,0.00061722,-3.20956000978175,1.64e-05,-4.785156151952302,0.000513771,-3.289230413295481,0.000246452,-3.608267653121189,0.000160116,-3.7955652679275773,7344271.267,6.86594870953108,11569763.56,7.063324483788696,38491446.89,7.585364236491642,-22.50306028,-27.70258421,-31.20266966,-26.65012323,3
53,ALEJEI_stripped.cif,10.6702757631,2.5244992947,0.1452270646,0.0357643365,18.3142196282,6.1708338519,0.2387148418,0.111561499,4.226689936298044,0.08303536538856178,6.679596786960952,0.8247502471337602,0.008531924871370491,0.1286582440877375,0.6260003897987686,HIGH,7.13825,0.853591754003389,18.06509,1.256840129557847,0.600782,2132.54,3549.61,0.78558,1.3076,0.11647491190833141,8.56e-06,-5.0675262353228465,2.7e-05,-4.568636235841013,4.77e-05,-4.321481620959886,5.07e-05,-4.294992040666664,0.001254975,-2.9013649255536125,0.00042569,-3.370906551833268,0.000526273,-3.2787889105295616,1926862.999,6.2848508371809,2064976.494,6.314915112368113,4504501.105,6.653646697791535,-13.59196341,-19.66620398,-20.31973116,-28.21218616,3
54,ALEJIM_stripped.cif,13.9301739395,2.1842182783,0.0925093249,0.0218757042,20.4429887872,6.3198068929,0.3683227131,0.1106787349,6.377647361481656,0.07664041495734703,11.20906075756009,1.0495692232195688,0.005218932220645482,0.104050407362236,0.8046605021762145,HIGH,7.10984,0.8518598274669016,18.20917,1.2602901504827235,0.592075,2116.07,3573.99,0.7878,1.33057,0.12403772730082048,8.48e-06,-5.071604147743286,6.3688e-05,-4.195942389088932,9.68e-05,-4.014124642691606,0.144595,-0.8398467243993935,0.001119029,-2.9511586584432514,0.00034506,-3.462105382018631,0.00051083,-3.2917236054339334,1676804.595,6.224482455415996,3884044.783,6.5892842286761475,8741557.591,6.94158882312717,-13.28834303,-24.13068185,-23.63289551,-54.08562153,3
55,ALEQIT_stripped.cif,2.3687742186,0.0275264247,0.0727694654,0.0086556513,2.5552855745,1.4651906983,0.1112856408,0.0209692295,86.05455464762919,27.18858033213865,4.583042441631595,0.661153879082242,0.137213543866227,0.3542113151744578,1.934773861368805,LOW,3.96262,0.5979824271623924,5.78411,0.7622365436119841,1.90553,514.106,269.798,0.42634,0.223739,-0.6502583073270634,1.26e-05,-4.8996294548824375,0.0185375,-1.7319488359635615,0.00410157,-2.387049872104156,1898640.0,6.278442626224702,0.000211503,-3.6746834681272107,3.1e-06,-5.508638306165727,1.27e-05,-4.896196279044043,1520439.224,6.181969064921481,32736411.11,7.515031066017995,29600322.25,7.471296439120931,-21.63788483,-52.48215635,-45.7688716,-105.8871692,3
56,ALIXOJ_stripped.cif,10.1066037878,0.5626620543,0.0181144,0.0319794357,11.405306702,4.9170174977,0.0655711416,0.0820586427,17.96212079802233,1.021401802934739,12.67729540037709,1.10302661017205,0.02469581247162249,0.250622923413351,1.25435761276011,HIGH,5.01976,0.7006829535658746,7.8603,0.8954391218483412,0.979833,1780.96,1817.62,0.63848,0.651621,-0.1860049279897424,8.7e-06,-5.060480747381382,0.00100923,-2.996009848284457,0.000674206,-3.1712073868561377,0.538725,-0.268632870175001,0.00061314,-3.2124403504644894,5.19e-05,-4.284832642151542,0.000160838,-3.7936113359319976,1560184.417,6.193175935887671,15328533.41,7.185500604794809,31716697.78,7.5012879639362415,-15.78857203,-42.92769968,-35.20690495,-57.23117497,3
57,ALIXUP_stripped.cif,4.1383703396,0.2976599317,0.0407267971,0.0217683836,5.1006328113,1.3112095078,0.0699043521,0.0391943671,13.90301447683897,1.02591618054108,4.730608276996208,0.6749169873251665,0.03204698785623019,0.1405562489685957,1.143108974982034,LOW,5.76928,0.7611216170486301,6.38154,0.8049254957738656,1.33865,1057.06,789.649,0.56334,0.420827,-0.3758964038951005,1.5e-06,-5.823908740944319,2.03e-05,-4.692503962086787,0.000171555,-3.7655966198359323,0.0640404,-1.1935459641161008,0.000279445,-3.553703656639724,0.000106256,-3.973646537105231,5.32e-05,-4.274088367704952,167918.881,5.225099531475103,862079.2165,5.935547174998863,3647997.97,6.562054587984766,-13.37704273,-25.62225108,-32.66851822,-55.94683948,3
58,ALONOE_stripped.cif,2.3975384202,0.3603127128,0.1113354901,0.06269356,2.8258981228,2.4352454394,0.0475911571,0.0495192938,6.654048927579222,1.198312940694642,1.973380283997993,0.29521078486069846,0.07821113180877579,0.208708458813,0.8230859899352002,LOW,3.82408,0.5825269691676427,5.02868,0.7014540001753261,1.49996,355.395,236.935,0.40518,0.270126,-0.5684336123579276,5.74e-05,-4.241088107602026,0.000293873,-3.5318403135179426,0.00153516,-2.8138463540657015,7.6e-06,-5.119186407719209,0.000473916,-3.3242986287253498,0.000138125,-3.859727708970814,0.000265285,-3.5762873056203746,12181742.84,7.085709427184136,18174703.8,7.259467341727842,182347898.4,8.26090076233835,-26.1417421,-32.88215606,-35.70934442,-23.77114409,2
59,ALUKIC_stripped.cif,15.0769659507,2.628492111,0.2708279022,0.0622003532,22.6171253338,5.9885547314,0.3611206336,0.0750689849,5.735975347844596,0.1704125371253045,11.43749607241905,1.0583309579399012,0.01290263992303649,0.2829372514571039,0.7586072761468312,HIGH,6.76583,0.8303210813932191,8.54414,0.9316683558747123,0.566916,2925.35,5160.11,0.79046,1.39431,0.14435934214208085,6.88e-06,-5.162411561764489,0.000910062,-3.0409290193924763,9.39e-05,-4.027334407733889,9881140.0,6.994807052598595,0.001591476,-2.798199906302266,5.99e-05,-4.2225731776106885,0.000320488,-3.4941882270854103,1852365.895,6.26772677634385,9221930.161,6.964821828921432,5094134.696,6.707070424128999,-11.49256253,-41.44494543,-26.2412499,-99.21076584,3
60,ALUKOI_stripped.cif,14.3526615258,2.6297907209,0.2871246495,0.0484942757,21.9985238678,5.8967055395,0.1791324425,0.1481704885,5.457720042790345,0.1484906892530203,10.578073076464,1.0244065629283285,0.01181604890888217,0.2711860770457398,0.7370112544944439,HIGH,6.75793,0.8298136889524643,8.54927,0.9319290330314708,0.579935,2933.33,5058.02,0.7899,1.36205,0.1341930505470478,6.75e-06,-5.170696227168975,0.000200852,-3.697123839388425,4.62e-05,-4.335358024443875,790.073,2.8976672204454887,0.001487444,-2.8275593758170903,8.23e-05,-4.08460016478773,0.00061035,-3.2144210510910334,1738982.19,6.240295134145133,2860167.31,6.456391438613132,4879192.258,6.688347931238613,-11.49837392,-35.16301591,-20.7884843,-79.05308775,3
61,ALUKUO_stripped.cif,14.1613208857,2.6215151008,0.2431089871,0.0534262987,21.9072937583,5.9080212815,0.1412981378,0.1064694358,5.401960446986719,0.1439449001658231,10.37389544024708,1.0159418663727613,0.01157255341900972,0.2420196430647473,0.7325513999702219,HIGH,6.77277,0.8307663274258079,8.54937,0.9319341129031086,0.582414,2935.33,5039.94,0.78998,1.35639,0.1323845792770689,6.77e-06,-5.169411331314856,0.000242855,-3.6146529506630234,4.94e-05,-4.306273051076353,863.424,2.9362241162714917,0.001813217,-2.741550217822272,8.15e-05,-4.088842391260023,0.000634126,-3.19782443980304,2133900.061,6.329174075832323,3441965.139,6.536806467381256,5449938.001,6.736391561730452,-11.5173705,-35.23189498,-21.34864035,-84.0989937,3
