MOF Name,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
LOVVEZ_stripped.cif,4.26089,7.24105,1.16678,1100.18,942.917,0.52108,0.446596,9.58E-06,2.64E-05,7.11E-05,1.49E-06,0.000377838,0.000241765,0.000225746,1260062.183,2220161.878,5587956.928,-17.75724676,-21.90252013,-23.72083269,-12.7394474
LOWKUF_stripped.cif,5.7674,9.21037,0.890328,2119.54,2380.63,0.72872,0.818484,5.40E-06,1.84E-05,3.20E-05,0.000059714,0.001013685,0.000365943,0.000466069,1454840.988,1787886.204,3957785.773,-12.39411978,-18.71830343,-19.34689132,-32.6955764
LOYMET_stripped.cif,3.97942,5.37084,1.5615,231.983,148.564,0.36752,0.235363,1.16E-05,0.00217697,0.0912621,6.90049,0.000169767,9.92E-05,5.98E-06,921787.1675,100709863,254531988.8,-22.74632172,-42.17570406,-56.21588911,-70.03976416
LOZHUF_stripped.cif,4.80641,6.10879,1.28039,1037.47,810.281,0.53492,0.417781,1.01E-05,0.000787254,0.000742178,1631.16,0.00043055,4.59E-05,8.85E-05,1664711.423,13813866.83,25092280.46,-17.97401535,-37.38900679,-34.35471317,-86.95013362
LOZJAN_stripped.cif,4.63521,5.62971,1.33411,980.15,734.683,0.50566,0.379023,1.38E-05,0.00712748,0.00296991,8655500,0.000272357,1.97E-05,7.34E-05,1494664.577,55783303.6,86768841.94,-19.70925293,-46.13350452,-38.31292201,-107.5063081
LOZJER_stripped.cif,6.03481,7.72925,1.14472,1295.54,1131.75,0.57662,0.503721,5.81E-06,0.000520395,0.000424808,172731,0.000294529,2.38E-05,5.08E-05,584965.8155,4236338.053,7370254.839,-15.63402743,-39.08436164,-33.19023456,-102.3371484
LUBNAZ_stripped.cif,7.04762,8.26506,1.0546,1804.93,1711.49,0.63362,0.600818,8.04E-06,8.12E-05,0.000141714,0.0698694,0.000701849,0.000166499,0.000159692,1775615.697,4254075.928,7124257.283,-15.17526319,-28.81768602,-28.10532462,-55.86984667
LUCDOE_stripped.cif,4.56311,7.52746,2.85984,780.796,273.021,0.52806,0.184647,9.68E-06,3.79E-05,9.87E-05,0.348456,0.000468007,0.000268286,0.000198619,3867325.569,8672310.816,16727750.81,-19.38329682,-26.26854686,-26.35479865,-67.66424354
LUDLED_stripped.cif,6.6688,13.17162,0.881906,1891.7,2145.01,0.72048,0.816958,1.72E-05,7.74E-05,0.000192248,4.26E-05,0.000124364,0.00016487,7.45E-05,562016.7215,3360805.833,3771131.442,-20.81086685,-26.78770349,-29.0755865,-27.85350046
LUDLIH_stripped.cif,6.68601,13.22694,0.876399,1903.96,2172.47,0.72154,0.8233,1.72E-05,7.52E-05,0.000190799,4.66E-05,0.000277492,0.0001369,0.00011537,1245363.199,2691841.157,5758730.032,-20.75045189,-26.62457894,-28.94524336,-27.30283057
LUDTUZ_stripped.cif,5.88875,7.46264,1.39288,1413,1014.44,0.59154,0.424687,5.29E-06,1.76E-05,0.000042624,7.53E-06,0.000780864,0.000386891,0.000359803,1718909.367,2835360.399,6376577.239,-15.55626185,-20.74742735,-22.70044166,-24.65510792
LUDVEL_stripped.cif,5.71193,8.83733,1.35253,1336.89,988.436,0.60636,0.448315,4.65E-06,1.28E-05,3.35E-05,3.69E-06,0.000521396,0.000319252,0.000172572,978914.9898,1655127.214,2334696.888,-15.56391393,-20.19720887,-22.65900617,-21.87013814
LUDVOV_stripped.cif,6.17354,8.59426,1.30042,1604.74,1234.02,0.64126,0.493119,4.62E-06,1.50E-05,2.94E-05,7.06E-06,0.000766552,0.000398522,0.000357255,1374094.112,2324864.395,4079631.505,-14.50500712,-20.51487776,-21.30471894,-25.62604293
LUFBUL_stripped.cif,4.63191,4.99899,1.29284,629.682,487.052,0.47454,0.367051,6.62E-05,0.000271403,0.00105322,2.81E-06,0.000260847,0.000195622,0.000145072,6665161.012,20489590.12,58966041.86,-24.54855106,-30.13075022,-31.99118986,-15.59754201
LUFCAS_stripped.cif,4.24915,4.96103,1.44232,677.791,469.93,0.46122,0.319776,2.90E-05,9.77E-05,0.000394649,1.87E-06,0.000261022,0.000164423,0.000143363,3259712.734,6913400.104,24359279.69,-22.97107691,-27.62294433,-30.21313372,-14.88883
LUFMOO_stripped.cif,4.22079,5.04683,1.75551,752.289,428.531,0.50162,0.285741,6.41E-06,1.57E-05,0.000107966,0.000002819,0.00023208,0.000368731,0.000117097,779532.2778,3036510.582,6625067.455,-19.74505935,-23.0054102,-29.08742842,-18.66349979
LUFNAC_stripped.cif,5.64402,7.52269,1.03144,1308.92,1269.02,0.56602,0.548766,2.80E-05,0.000900071,0.000666432,120.814,0.000506878,7.03E-05,0.000133567,4366338.082,19474871.91,27406637.25,-19.53752211,-37.22061906,-31.06007828,-74.08994802
LUFNAC01_stripped.cif,5.86347,7.68974,1.02639,1318.84,1284.93,0.56954,0.554896,2.65E-05,0.000934982,0.000610174,208.397,0.000502362,7.16E-05,0.000149473,4082661.876,20502959.55,27943682.03,-19.33652212,-37.64692767,-30.88515889,-75.60865515
LUFNAC02_stripped.cif,5.84595,7.66282,1.02961,1313.47,1275.69,0.5647,0.54846,2.67E-05,0.000923665,0.000619769,5684.67,0.000376985,0.000102718,0.000179853,3097987.417,29160203.36,34259068.03,-19.35999512,-37.40955105,-30.90819861,-76.99548905
LUFNAC03_stripped.cif,5.83177,7.67867,1.02598,1313.97,1280.69,0.56536,0.551042,2.67E-05,0.000857007,0.000591216,4090.64,0.000417973,6.76E-05,0.000171639,3419560.372,17751516.15,31078165.76,-19.37413369,-37.14092695,-30.67266114,-75.29724124
LUFNAC04_stripped.cif,5.86889,7.67335,1.02659,1299.44,1265.78,0.56548,0.550833,2.68E-05,0.000842636,0.000603691,123.504,0.000429835,7.25E-05,0.000133005,3529047.449,18724072.22,24605716.35,-19.3983793,-36.99792218,-30.8517296,-75.75946344
LUFNAC05_stripped.cif,5.79787,7.61726,1.031,1292.54,1253.67,0.56336,0.546419,2.70E-05,0.00101015,0.000611686,294.868,0.000422064,5.80E-05,0.000168885,3502809.502,18024564.25,31793076.26,-19.41196849,-37.58974163,-30.76271036,-76.15553095
LUFNEG_stripped.cif,3.97544,4.76594,1.17247,1142.75,974.654,0.50466,0.430426,6.19E-05,0.013756,0.00422242,27.0926,0.000428316,6.06E-05,0.000166696,9280960.572,291612415.7,246345017.4,-23.50598427,-52.38361366,-37.09665478,-70.09567767
LUFNIK_stripped.cif,5.19024,7.06923,1.06453,1272.21,1195.09,0.54804,0.514818,3.17E-05,0.00135004,0.000785175,54.0022,0.000527116,8.20E-05,0.000232847,5315486.838,35185237.92,58096497.52,-20.02858709,-38.66761851,-31.11845409,-73.99945167
LUFQUZ02_stripped.cif,4.02455,4.3456,1.29652,613.178,472.943,0.52914,0.408124,1.87E-05,0.000483254,0.00181722,0.000608002,0.000789624,3.42E-05,9.66E-05,5720636.538,6387930.364,67919518,-21.92537122,-35.46138206,-37.30057159,-36.64397107
LUHVUH_stripped.cif,4.17297,12.67478,1.25807,1576.07,1252.77,0.6025,0.478909,0.000228628,0.00113037,0.00521433,1.05E-05,0.000233154,0.000116497,0.000117056,20018574.5,49453120.55,229220267.8,-26.58514505,-33.55650356,-35.9686195,-18.04567497
LUJMOS_stripped.cif,4.43833,5.90248,0.732114,2237.25,3055.88,0.7082,0.967336,4.69E-06,0.00384386,0.00774488,663961,0.000479065,5.01E-05,2.55E-05,490549.0641,42086583.34,43231333.01,-13.10820002,-40.83705859,-39.7705039,-92.74729773
LUKGOP_stripped.cif,4.00494,5.87349,1.19781,748.512,624.902,0.53698,0.448302,0.00003081,0.000148403,0.000720479,2.29341,0.000131654,5.23E-05,9.55E-05,1450342.077,2777711.105,24592146.19,-22.09802988,-30.25617346,-32.41074851,-72.14251378
LUKLIN_stripped.cif,9.82753,20.05811,0.466069,1896.26,4068.63,0.82758,1.77566,8.76E-06,2.13E-05,3.50E-05,9.03E-06,0.000907436,0.000417646,0.000456867,1106275.796,1235178.834,2225015.665,-12.65525444,-16.94509449,-17.59451399,-19.81497509
LUKYEW_stripped.cif,5.42585,5.72839,1.34206,1012.69,754.583,0.5267,0.392458,7.39E-06,0.000086352,0.000225029,0.0633918,0.000727472,0.000214476,0.00020243,2153973.222,7419559.294,18249032,-17.28412297,-27.75522017,-29.16537085,-57.8548211
LULVOF_stripped.cif,3.93529,5.17235,1.20763,311.166,257.667,0.4662,0.386045,0.000072288,0.000493001,0.00202795,4.47E-06,5.46E-05,1.96E-05,1.82E-05,1422507.33,3474981.628,13292682.63,-28.20019617,-35.67543459,-37.82307519,-18.91864364
LULZAV_stripped.cif,3.92322,5.80385,1.40057,411.982,294.153,0.42938,0.306576,4.91E-05,0.000186174,0.000807796,1.74E-06,0.000152426,6.26E-05,4.80E-05,3127176.422,4875620.824,16194094.97,-24.91484692,-29.99415376,-32.34165443,-15.5256153
LUMDEC_stripped.cif,4.91111,7.82072,1.29296,1129.87,873.863,0.54812,0.423925,6.31E-06,1.53E-05,4.57E-05,2.65E-06,0.000537881,0.000384339,0.000359003,1310754.272,2272774.597,6330098.567,-16.48172511,-20.02197248,-22.63967117,-17.5830101
LUMDIG_stripped.cif,4.95438,7.90715,1.29448,1141.49,881.811,0.54708,0.422625,6.26E-06,1.51E-05,4.44E-05,2.34E-06,0.000641558,0.000389596,0.000339961,1550713,2278671.174,5826805.855,-16.39652716,-19.93889622,-22.50660267,-16.59500085
LUMYEZ_stripped.cif,4.02199,4.94862,1.36826,840.511,614.293,0.5846,0.427258,5.28E-06,2.99E-05,9.21E-05,1.96E-05,0.000217389,0.000180945,0.000120012,468411.6439,2206209.734,4513380.141,-17.71192869,-24.75117133,-27.19972366,-26.39381134
LUMYID_stripped.cif,4.07259,4.92128,1.36914,879.852,642.633,0.58968,0.430695,5.52E-06,0.000030889,9.19E-05,3.57E-05,0.000279135,0.00022825,0.000122568,629873.9212,2881495.966,4602281.676,-17.76705217,-24.69622185,-27.01098503,-32.34113699
LUMYOJ_stripped.cif,4.51852,5.98976,1.3118,1597.14,1217.51,0.62374,0.475483,1.18E-05,0.000052819,0.000185196,2.01E-05,0.000604917,0.0002987,0.000404898,2800971.791,6178002.108,29362996.96,-17.53902637,-23.41277492,-27.01203442,-23.03687379
LUPQES_stripped.cif,4.02979,4.69964,0.999449,934.543,935.058,0.53536,0.535655,2.63E-06,6.70E-05,0.000902915,153.178,0.000493325,0.00016708,0.000209208,387005.1968,3339068.913,56356106.38,-13.96551337,-28.3475803,-33.72307203,-76.47560214
LUPSAS_stripped.cif,9.55837,11.66692,0.599196,2045.42,3413.61,0.77694,1.29664,5.48E-06,1.21E-05,2.27E-05,3.33E-06,0.001268381,0.000524383,0.000518554,1243408.665,1134393.864,2105427.719,-11.82977156,-16.27627182,-17.51755356,-13.07313072
LUPTAS_stripped.cif,3.81245,4.91714,1.42961,365.429,255.614,0.46868,0.327837,3.02E-05,0.00793842,0.00272996,115.954,0.000156282,1.57E-05,3.45E-05,2013097.855,53110169.16,40148961.38,-23.9888901,-48.28662318,-39.01385966,-77.05564735
LUPTOG_stripped.cif,4.02568,5.21218,1.05905,902.914,852.574,0.53414,0.50436,3.06E-05,0.000177608,0.000448806,0.000160307,0.000238631,0.000181613,0.000179479,2308862.956,10197199.45,25465073.58,-22.22063739,-29.61438663,-29.96184002,-43.07394178
LUPVEZ_stripped.cif,5.32796,9.40759,0.921844,1232.48,1336.97,0.65316,0.708537,1.64E-05,5.03E-05,0.000134001,2.10E-06,0.000216346,0.000115083,0.000127086,975372.7236,1593421.718,4686158.796,-18.52611584,-23.61567215,-25.58135284,-11.40724312
LUPVOJ_stripped.cif,5.48397,9.58037,0.89011,1257.22,1412.43,0.6563,0.737325,1.45E-05,4.29E-05,0.000106753,1.97E-06,0.000238372,0.000156024,7.74E-05,918200.9423,1776891.525,2195855.355,-17.89249482,-22.82550734,-24.57285719,-10.91584503
LURRIA_stripped.cif,9.74127,22.37031,0.406542,1863.9,4584.78,0.84378,2.0755,8.40E-06,2.24E-05,3.65E-05,8.76E-06,0.001372039,0.000502134,0.000610322,1397873.714,1364138.639,2702131.589,-12.40318317,-18.14142797,-19.12487214,-19.01654039
LUSHIR_stripped.cif,5.07611,5.65325,1.23129,951.643,772.882,0.49774,0.404242,3.18E-05,0.000100013,0.000358015,0.000002758,0.000246587,0.000107251,0.000143435,2878458.681,3942526.468,18874351.17,-21.03892268,-25.74028013,-27.83238379,-14.82819294
LUSHOX_stripped.cif,4.92232,5.30652,1.19355,1035.37,867.473,0.54274,0.454727,1.98E-05,0.00220907,0.00139812,343.001,0.000976597,2.63E-05,0.000126861,6879473.463,20714709.05,63193132.03,-19.15707314,-40.25736002,-35.68766617,-77.41368939
LUSHOX01_stripped.cif,4.88549,5.25625,1.20931,1016.26,840.368,0.53738,0.44437,0.000020816,0.00237232,0.00137604,125.507,0.000983828,2.81E-05,0.000103221,7392809.291,24074559.92,51273282.47,-19.42233158,-40.73865129,-35.32850902,-76.08117903
LUSHOX02_stripped.cif,4.92989,5.39553,1.1935,1059.7,887.894,0.54396,0.455767,2.06E-05,0.00216108,0.00141976,170.861,0.00079595,3.33E-05,8.38E-05,5828655.721,25644956.39,42393117.64,-19.13739874,-40.35822598,-35.70445969,-76.51180047
LUSHOX03_stripped.cif,4.88245,5.24171,1.21123,996.848,823.002,0.53678,0.443168,2.10E-05,0.00238882,0.00143687,254.234,0.00088919,6.04E-05,9.31E-05,6752454.62,52145930.58,48350113.15,-19.45185877,-40.63614063,-35.4267781,-75.19911738
LUSHOX04_stripped.cif,4.95925,5.42751,1.17969,1053.92,893.385,0.54634,0.463122,1.93E-05,0.00201834,0.00140149,456.887,0.000999784,4.67E-05,8.29E-05,6781860.733,33168362.19,40920387.54,-18.90193391,-40.04980799,-35.83816083,-75.68657768
LUSHUD_stripped.cif,4.70396,5.21651,1.27197,824.915,648.531,0.4827,0.379489,3.95E-05,0.000144266,0.000544502,3.19E-06,0.000189898,7.53E-05,0.000100114,2849104.11,4125238.166,20697957.62,-22.40746696,-27.65241986,-29.83544756,-16.00328092
LUSJAL_stripped.cif,4.01855,4.61836,1.37212,519.604,378.687,0.44516,0.324432,2.96E-05,0.000174362,0.000520718,3.10E-06,8.08E-05,4.38E-05,4.15E-05,981321.1282,3124634.073,8847771.294,-23.66021321,-30.25658905,-31.76431511,-17.72935541
LUSJEP_stripped.cif,5.49561,6.0907,1.18922,1056.73,888.588,0.52334,0.440069,3.09E-05,0.000085484,0.000324442,2.76E-06,0.000294498,0.000129083,0.000136644,3228096.843,3917165.379,15737781.83,-20.51473319,-24.69384791,-27.34741708,-14.28630091
LUSJIT_stripped.cif,5.42556,6.09842,1.18954,1040.33,874.565,0.52238,0.439146,2.83E-05,0.000079776,0.000288546,2.69E-06,0.000239922,0.000123787,0.000140868,2413204.323,3506555.712,14433152.77,-20.25303541,-24.49308888,-26.92606833,-14.28395635
LUSJOZ_stripped.cif,5.46671,6.13545,1.17941,1059.81,898.586,0.52136,0.44205,2.93E-05,0.000081526,0.000300736,2.71E-06,0.000289378,0.000107379,0.000143463,2983674.536,3082027.364,15189588.7,-20.32836947,-24.57141794,-27.09720221,-14.21775357
LUSYEF_stripped.cif,5.80526,11.64787,2.00349,2022.65,1009.56,0.72742,0.363076,0.000018788,6.54E-05,0.000190351,3.34E-05,0.000478625,0.000243665,0.000135431,5377972.619,9537127.97,15417605.15,-18.7326415,-24.41687901,-27.72458998,-26.94816585
LUVLUJ_stripped.cif,4.53133,5.69302,1.22328,924.377,755.654,0.54738,0.447469,5.81E-06,0.000132626,0.000265803,0.6633,0.000267255,8.64E-05,8.85E-05,566761.0189,4185393.012,8586584.036,-16.66407168,-31.25072576,-31.14112523,-60.85399184
LUVTAY_stripped.cif,9.43958,10.30618,1.08662,1058.32,973.958,0.5924,0.545176,6.48E-06,1.60E-05,4.36E-05,1.35E-06,0.000715517,0.000420541,0.000326628,1502993.034,2181117.999,4614695.061,-16.24607954,-20.53685044,-23.03902796,-12.0452767
LUVTEC_stripped.cif,10.04078,10.44279,1.07967,1023.3,947.783,0.59344,0.549648,6.15E-06,0.000014844,3.95E-05,1.29E-06,0.000581719,0.00041825,0.000270322,1152621.891,2000934.273,3442950.534,-16.00178961,-20.22720472,-22.53823989,-11.75671496
LUWJEU_stripped.cif,4.43812,5.26791,1.17286,1362.35,1161.56,0.58122,0.495557,1.37E-05,3.49E-05,0.00019914,0.000134482,0.000370377,0.000169425,0.000159419,1773404.783,2068658.085,11114754.55,-18.98826236,-23.7099309,-27.93984931,-35.2843296
LUWKEV_stripped.cif,7.39459,7.61739,0.871398,2159.18,2477.83,0.68964,0.791417,2.08E-05,5.83E-05,0.000199959,3.46E-06,0.000339112,0.000266527,0.000214571,1836942.809,4042876.611,11160521.97,-19.83663249,-23.80867101,-26.67381263,-13.35766949
LUWKIZ_stripped.cif,3.96942,6.65254,1.11682,1348.73,1207.65,0.60776,0.544186,1.50E-05,6.21E-05,0.000143563,3.69E-06,0.000337735,0.000299133,0.000169517,1691540.056,6196579.765,8113232.736,-19.07084702,-25.14166497,-26.30637127,-16.47944958
LUWMEX_stripped.cif,4.46205,6.45831,1.11772,1700.51,1521.41,0.61654,0.551603,2.23E-05,0.00192128,0.00131853,13868.5,0.000547551,8.21E-05,0.000110651,4073325.709,52626412.37,48677987.64,-19.42003894,-39.99415344,-34.04292827,-83.90649343
LUXFEQ_stripped.cif,7.62992,19.49455,2.04871,1349.97,658.937,0.6888,0.76708,3.98E-06,1.33E-05,5.71E-05,0.00714129,0.000290787,0.00026763,7.32E-05,708094.6494,2174654.312,2555493.197,-15.60009691,-21.25657772,-25.92397095,-51.03146848
LUYHAP_stripped.cif,6.73988,12.05078,0.922366,2200.89,2386.14,0.78016,0.845825,0.000008147,3.00E-05,4.75E-05,5.73E-05,0.000834789,0.000282488,0.000277355,1872547.031,2332895.548,3627857.857,-14.59430136,-22.02868856,-22.16576726,-28.4660998
LUYPOM_stripped.cif,6.5192,6.68054,0.761581,1730.69,2272.5,0.67216,0.882585,1.32E-05,0.000194509,0.000345797,0.00687451,0.000223646,6.67E-05,7.18E-05,669597.8661,2948557.038,5642006.093,-18.10885282,-30.12200128,-29.21457393,-43.06041438
LVATYC_stripped.cif,4.09075,4.58369,1.11371,384.493,345.235,0.53252,0.478148,1.69E-06,4.79E-06,1.03E-05,7.85E-07,0.000134359,0.000119782,8.64E-05,75533.5375,190663.5983,295066.5265,-15.53775933,-20.108409,-20.8763353,-12.9086609
MABFUS_stripped.cif,3.93458,4.89649,1.41716,355.351,250.75,0.43108,0.304187,1.35E-05,0.000115107,0.000303174,4.65E-06,0.000142135,0.000185375,7.48E-05,814219.4332,9026681.23,9594312.667,-22.81038729,-30.25505519,-32.20223523,-21.63736541
MABKEG_stripped.cif,4.29242,4.96704,1.47907,427.386,288.956,0.41974,0.283787,0.000044928,0.000110817,0.00104662,5.57E-06,0.000194786,0.000175935,9.77E-05,3863830.452,8608000.051,45135152.53,-25.47567565,-30.1006235,-34.50169209,-23.17473972
MABKIK_stripped.cif,4.26488,4.95273,1.45304,427.302,294.074,0.42548,0.29282,4.18E-05,9.95E-05,0.000924649,5.34E-06,0.000199177,0.000136886,7.44E-05,3610984.905,5905872.081,29837076.33,-25.21550517,-29.73894955,-34.14963266,-23.14649984
MABKIK01_stripped.cif,5.20444,5.51429,1.39066,686.87,493.918,0.44922,0.323027,0.000023306,4.19E-05,0.000340312,4.36E-06,0.000320956,0.000174968,0.000136662,3105200.24,3041960.554,19306354.52,-21.60804964,-24.67882504,-30.07072152,-21.53519325
MABLAD_stripped.cif,3.91195,5.33428,1.19766,730.124,609.625,0.47314,0.395053,6.06E-05,0.000382185,0.00100404,3.27E-06,0.00029667,0.000132971,0.000180233,6431708.154,18168552.74,64695667.18,-24.58891278,-31.72554647,-32.43684715,-15.97326418
MADHEG_stripped.cif,4.99922,5.87446,1.30958,673.254,514.101,0.4686,0.357826,7.35E-06,0.000100358,0.000205697,0.162206,0.000318727,9.70E-05,8.95E-05,916389.2195,3806458.749,7193344.714,-19.11988559,-31.82088941,-30.60751471,-62.43205621
MADVUJ_stripped.cif,4.69983,5.31249,1.65668,512.808,309.539,0.4271,0.257804,3.16E-05,8.33E-05,0.000564078,2.20E-06,0.000782186,0.000210571,0.000357649,12223904.85,8669204.539,99767810.61,-23.86265329,-28.16967341,-32.01101325,-17.60440406
MADWAQ_stripped.cif,4.51055,5.18443,1.52314,486.39,319.333,0.42472,0.278844,3.63E-05,8.00E-05,0.000820654,4.63E-06,0.000334873,0.000170973,0.000131031,5532112.694,6216892.556,48891011.38,-24.3121711,-28.34468284,-33.78624171,-22.10759411
MADWEU_stripped.cif,3.82384,4.74052,1.36176,410.684,301.582,0.43562,0.319894,3.96E-05,0.000143968,0.00101276,9.21E-06,0.000168783,0.000107842,6.54E-05,2720010.646,6311151.757,26927332.92,-25.28562844,-30.78617252,-35.24435331,-26.55119607
MAFDII_stripped.cif,4.68124,6.17503,1.14106,1216.46,1066.08,0.60238,0.527912,2.98E-05,0.000121798,0.000334248,4.66E-06,0.000306396,0.000220063,0.000207373,3112136.925,9129594.077,23609396.78,-20.31473376,-26.09098164,-27.49852155,-16.24945461
MAFJIO_stripped.cif,5.19927,10.2462,0.774705,2201.97,2842.34,0.723,0.933259,1.16E-05,3.26E-05,6.43E-05,3.27E-05,0.000608608,0.000359425,0.000466563,1629884.279,2705821.144,6934787.867,-14.89258094,-19.08199646,-19.99198052,-27.27548587
MAFLOX_stripped.cif,4.24556,5.4592,1.10783,1401.06,1264.69,0.62786,0.566748,1.79E-05,9.42E-05,0.00020645,7.39E-05,0.000308608,0.000172241,0.000132493,1827026.461,5363068.292,9045586.592,-19.07559102,-26.70174112,-26.80506994,-35.41946121
MAFMAK_stripped.cif,4.49786,5.94944,1.06091,1713.04,1614.68,0.64166,0.604818,1.60E-05,8.42E-05,0.000178006,0.000176405,0.000381201,0.000179615,0.000169038,1929880.221,4792294.397,9529114.75,-17.95946957,-26.1907318,-26.32603723,-38.35645269
MAFMIS_stripped.cif,4.41988,5.5942,1.09003,1493.32,1369.98,0.62882,0.576882,1.74E-05,9.52E-05,0.000207613,0.000234902,0.000322658,0.000139985,0.000123726,1827427.551,4334220.598,8358160.283,-18.73858291,-26.91487818,-26.99943189,-38.3980826
MAGXOK_stripped.cif,9.59375,10.3172,1.9392,919.529,474.18,0.53148,0.274072,2.26E-05,0.00188818,0.00323822,0.233019,0.00028451,2.34E-05,3.26E-05,3723281.148,25624836.84,61159309.52,-22.62339452,-42.36026316,-43.57992607,-59.05896359
MAHCEG_stripped.cif,7.97271,18.51843,0.531149,2117.36,3986.39,0.80888,1.52289,5.85E-06,1.88E-05,2.29E-05,0.29441,0.001359322,0.000560234,0.000626153,1260001.825,1673999.777,2270233.279,-10.83146637,-19.2538465,-16.63956572,-56.17801927
MAHCIK_stripped.cif,7.81683,18.77734,0.539574,2144.55,3974.52,0.80498,1.49188,5.94E-06,2.05E-05,2.77E-05,0.0194125,0.001459828,0.000522197,0.000523372,1396614.906,1728416.226,2339081.314,-10.94848031,-18.70885984,-17.5505614,-51.01605117
MAHCOQ_stripped.cif,7.96401,18.83938,0.527426,2131.93,4042.14,0.80806,1.53208,5.91E-06,2.13E-05,0.000026246,0.18828,0.001427072,0.000550555,0.000589457,1327668.854,1844144.426,2435745.097,-10.81605057,-19.15949639,-17.32531897,-56.27413642
MAHDOR_stripped.cif,7.6279,10.73826,1.29738,1335.42,1029.33,0.63338,0.4882,3.74E-06,9.75E-06,2.46E-05,2.10E-06,0.000425017,0.000250171,0.000147956,615238.9057,944771.3998,1409509.086,-15.04515597,-19.70406335,-22.19108888,-15.5923592
MAHGAG_stripped.cif,4.32369,5.82132,1.24497,1275.94,1024.87,0.56054,0.450243,7.33E-05,0.00110535,0.0036022,2.54112,0.000811447,0.00026486,0.000371675,22106932.43,108800253.1,497559185.8,-23.04491281,-34.93250573,-35.28565168,-62.66261767
MAJNAP_stripped.cif,5.59743,6.23681,1.26714,1537.88,1213.66,0.57592,0.454505,4.98E-06,0.00436631,0.00302359,58938300,0.000335793,1.80E-05,1.03E-05,632512.9715,29708264.86,11737356.93,-15.89671273,-44.71926813,-40.98766025,-109.05533
MAJNET_stripped.cif,5.5973,6.2035,1.28067,1548.54,1209.16,0.5778,0.451169,5.48E-06,0.00305449,0.00217254,6535470,0.000419173,3.21E-05,1.37E-05,878333.2635,37530622.56,11368246.47,-16.11968838,-44.06405976,-39.79164094,-107.1126933
MAJPOD_stripped.cif,4.9179,5.33924,0.89252,2715.83,3042.88,0.689,0.771972,1.57E-05,9.95E-05,0.000196836,0.00105667,0.003914196,0.000919007,0.001118121,16377625.48,24371080.06,58636293.06,-15.72131869,-23.39936101,-23.70535456,-39.10424285
